year_month,state,district,biometric_total
2025-07,Chhattisgarh,Baloda Bazar,1975
2025-07,Chhattisgarh,Balrampur,599
2025-07,Chhattisgarh,Bastar,995
2025-07,Chhattisgarh,Bemetara,1247
2025-07,Chhattisgarh,Bijapur,233
2025-07,Chhattisgarh,Bilaspur,2153
2025-07,Chhattisgarh,Dakshin Bastar Dantewada,235
2025-07,Chhattisgarh,Dantewada,172
2025-07,Chhattisgarh,Dhamtari,1086
2025-07,Chhattisgarh,Durg,2278
2025-07,Chhattisgarh,Gariyaband,538
2025-07,Chhattisgarh,Gaurela-pendra-marwahi,11
2025-07,Chhattisgarh,Janjgir - Champa,2
2025-07,Chhattisgarh,Janjgir-champa,1694
2025-07,Chhattisgarh,Jashpur,1052
2025-07,Chhattisgarh,Kabeerdham,503
2025-07,Chhattisgarh,Kanker,720
2025-07,Chhattisgarh,Kawardha,821
2025-07,Chhattisgarh,Khairagarh Chhuikhadan Gandai,3
2025-07,Chhattisgarh,Kondagaon,738
2025-07,Chhattisgarh,Korba,882
2025-07,Chhattisgarh,Koriya,609
2025-07,Chhattisgarh,Mahasamund,923
2025-07,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,7
2025-07,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2
2025-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,26
2025-07,Chhattisgarh,Mungeli,1331
2025-07,Chhattisgarh,Narayanpur,411
2025-07,Chhattisgarh,Raigarh,2336
2025-07,Chhattisgarh,Raipur,1771
2025-07,Chhattisgarh,Rajnandgaon,1549
2025-07,Chhattisgarh,Sakti,28
2025-07,Chhattisgarh,Sarangarh-Bilaigarh,42
2025-07,Chhattisgarh,Sukma,383
2025-07,Chhattisgarh,Surajpur,591
2025-07,Chhattisgarh,Surguja,892
2025-07,Chhattisgarh,Uttar Bastar Kanker,383
2025-07,Dadra & Nagar Haveli,Dadra & Nagar Haveli,8
2025-07,Dadra and Nagar Haveli,Dadra and Nagar Haveli,220
2025-07,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,17
2025-07,Dadra and Nagar Haveli and Daman and Diu,Daman,2
2025-07,Dadra and Nagar Haveli and Daman and Diu,Diu,1
2025-07,Daman & Diu,Daman,12
2025-07,Daman & Diu,Diu,14
2025-07,Daman and Diu,Daman,37
2025-07,Daman and Diu,Diu,44
2025-07,Delhi,Central Delhi,374
2025-07,Delhi,East Delhi,1015
2025-07,Delhi,Najafgarh,4
2025-07,Delhi,New Delhi,35
2025-07,Delhi,North Delhi,457
2025-07,Delhi,North East,288
2025-07,Delhi,North East Delhi,993
2025-07,Delhi,North West Delhi,2083
2025-07,Delhi,Shahdara,51
2025-07,Delhi,South Delhi,1424
2025-07,Delhi,South East Delhi,2
2025-07,Delhi,South West Delhi,876
2025-07,Delhi,West Delhi,1026
2025-07,Goa,North Goa,355
2025-07,Goa,South Goa,237
2025-07,Gujarat,Ahmadabad,260
2025-07,Gujarat,Ahmedabad,3852
2025-07,Gujarat,Amreli,737
2025-07,Gujarat,Anand,910
2025-07,Gujarat,Arvalli,226
2025-07,Gujarat,Banas Kantha,16
2025-07,Gujarat,Banaskantha,1216
2025-07,Gujarat,Bharuch,735
2025-07,Gujarat,Bhavnagar,1376
2025-07,Gujarat,Botad,151
2025-07,Gujarat,Chhotaudepur,230
2025-07,Gujarat,Dahod,1250
2025-07,Gujarat,Devbhumi Dwarka,185
2025-07,Gujarat,Dohad,186
2025-07,Gujarat,Gandhinagar,550
2025-07,Gujarat,Gir Somnath,343
2025-07,Gujarat,Jamnagar,746
2025-07,Gujarat,Junagadh,997
2025-07,Gujarat,Kachchh,933
2025-07,Gujarat,Kheda,938
2025-07,Gujarat,Mahesana,849
2025-07,Gujarat,Mahisagar,262
2025-07,Gujarat,Morbi,249
2025-07,Gujarat,Narmada,264
2025-07,Gujarat,Navsari,503
2025-07,Gujarat,Panch Mahals,13
2025-07,Gujarat,Panchmahals,1069
2025-07,Gujarat,Patan,584
2025-07,Gujarat,Porbandar,238
2025-07,Gujarat,Rajkot,1504
2025-07,Gujarat,Sabar Kantha,25
2025-07,Gujarat,Sabarkantha,730
2025-07,Gujarat,Surat,3439
2025-07,Gujarat,Surendra Nagar,735
2025-07,Gujarat,Surendranagar,16
2025-07,Gujarat,Tapi,367
2025-07,Gujarat,The Dangs,168
2025-07,Gujarat,Vadodara,1919
2025-07,Gujarat,Valsad,776
2025-07,Haryana,Ambala,544
2025-07,Haryana,Bhiwani,705
2025-07,Haryana,Charkhi Dadri,84
2025-07,Haryana,Faridabad,1119
2025-07,Haryana,Fatehabad,538
2025-07,Haryana,Gurgaon,684
2025-07,Haryana,Hisar,1183
2025-07,Haryana,Jhajjar,511
2025-07,Haryana,Jind,777
2025-07,Haryana,Kaithal,538
2025-07,Haryana,Karnal,801
2025-07,Haryana,Kurukshetra,557
2025-07,Haryana,Mahendragarh,497
2025-07,Haryana,Mewat,831
2025-07,Haryana,Palwal,660
2025-07,Haryana,Panchkula,345
2025-07,Haryana,Panipat,608
2025-07,Haryana,Rewari,457
2025-07,Haryana,Rohtak,530
2025-07,Haryana,Sirsa,977
2025-07,Haryana,Sonipat,584
2025-07,Haryana,Yamuna Nagar,788
2025-07,Haryana,Yamunanagar,12
2025-07,Himachal Pradesh,Bilaspur,314
2025-07,Himachal Pradesh,Chamba,526
2025-07,Himachal Pradesh,Hamirpur,266
2025-07,Himachal Pradesh,Kangra,1249
2025-07,Himachal Pradesh,Kinnaur,66
2025-07,Himachal Pradesh,Kullu,268
2025-07,Himachal Pradesh,Lahaul and Spiti,1
2025-07,Himachal Pradesh,Lahul & Spiti,13
2025-07,Himachal Pradesh,Lahul and Spiti,20
2025-07,Himachal Pradesh,Mandi,736
2025-07,Himachal Pradesh,Shimla,606
2025-07,Himachal Pradesh,Sirmaur,229
2025-07,Himachal Pradesh,Solan,427
2025-07,Himachal Pradesh,Una,321
2025-07,Jammu & Kashmir,Bandipur,1
2025-07,Jammu & Kashmir,Baramula,1
2025-07,Jammu & Kashmir,Doda,1
2025-07,Jammu & Kashmir,Jammu,4
2025-07,Jammu & Kashmir,Udhampur,1
2025-07,Jammu and Kashmir,Anantnag,413
2025-07,Jammu and Kashmir,Badgam,113
2025-07,Jammu and Kashmir,Bandipore,136
2025-07,Jammu and Kashmir,Baramula,486
2025-07,Jammu and Kashmir,Budgam,150
2025-07,Jammu and Kashmir,Doda,586
2025-07,Jammu and Kashmir,Ganderbal,121
2025-07,Jammu and Kashmir,Jammu,1153
2025-07,Jammu and Kashmir,Kargil,32
2025-07,Jammu and Kashmir,Kathua,404
2025-07,Jammu and Kashmir,Kishtwar,171
2025-07,Jammu and Kashmir,Kulgam,162
2025-07,Jammu and Kashmir,Kupwara,435
2025-07,Jammu and Kashmir,Leh,31
2025-07,Jammu and Kashmir,Pulwama,510
2025-07,Jammu and Kashmir,Punch,806
2025-07,Jammu and Kashmir,Rajouri,770
2025-07,Jammu and Kashmir,Ramban,616
2025-07,Jammu and Kashmir,Reasi,253
2025-07,Jammu and Kashmir,Samba,156
2025-07,Jammu and Kashmir,Shupiyan,177
2025-07,Jammu and Kashmir,Srinagar,1076
2025-07,Jammu and Kashmir,Udhampur,643
2025-07,Jharkhand,Bokaro,859
2025-07,Jharkhand,Chatra,617
2025-07,Jharkhand,Deoghar,597
2025-07,Jharkhand,Dhanbad,1291
2025-07,Jharkhand,Dumka,631
2025-07,Jharkhand,East Singhbhum,1463
2025-07,Jharkhand,Garhwa,1137
2025-07,Jharkhand,Garhwa *,58
2025-07,Jharkhand,Giridih,860
2025-07,Jharkhand,Godda,847
2025-07,Jharkhand,Gumla,776
2025-07,Jharkhand,Hazaribag,61
2025-07,Jharkhand,Hazaribagh,790
2025-07,Jharkhand,Jamtara,361
2025-07,Jharkhand,Khunti,375
2025-07,Jharkhand,Kodarma,45
2025-07,Jharkhand,Koderma,337
2025-07,Jharkhand,Latehar,334
2025-07,Jharkhand,Lohardaga,265
2025-07,Jharkhand,Pakaur,7
2025-07,Jharkhand,Pakur,125
2025-07,Jharkhand,Palamau,20
2025-07,Jharkhand,Palamu,894
2025-07,Jharkhand,Pashchimi Singhbhum,143
2025-07,Jharkhand,Purbi Singhbhum,149
2025-07,Jharkhand,Ramgarh,353
2025-07,Jharkhand,Ranchi,1200
2025-07,Jharkhand,Sahebganj,648
2025-07,Jharkhand,Sahibganj,26
2025-07,Jharkhand,Seraikela-Kharsawan,622
2025-07,Jharkhand,Seraikela-kharsawan,149
2025-07,Jharkhand,Simdega,529
2025-07,Jharkhand,West Singhbhum,862
2025-07,Karnataka,Bagalkot,520
2025-07,Karnataka,Bagalkot *,14
2025-07,Karnataka,Ballari,199
2025-07,Karnataka,Bangalore,1629
2025-07,Karnataka,Bangalore Rural,278
2025-07,Karnataka,Belagavi,571
2025-07,Karnataka,Belgaum,648
2025-07,Karnataka,Bellary,410
2025-07,Karnataka,Bengaluru,2748
2025-07,Karnataka,Bengaluru South,7
2025-07,Karnataka,Bidar,533
2025-07,Karnataka,Bijapur,300
2025-07,Karnataka,Chamarajanagar,16
2025-07,Karnataka,Chamarajanagar *,1
2025-07,Karnataka,Chamrajanagar,201
2025-07,Karnataka,Chamrajnagar,15
2025-07,Karnataka,Chickmagalur,124
2025-07,Karnataka,Chikkaballapur,282
2025-07,Karnataka,Chikkamagaluru,90
2025-07,Karnataka,Chikmagalur,13
2025-07,Karnataka,Chitradurga,329
2025-07,Karnataka,Dakshina Kannada,663
2025-07,Karnataka,Davanagere,80
2025-07,Karnataka,Davangere,641
2025-07,Karnataka,Dharwad,631
2025-07,Karnataka,Gadag,238
2025-07,Karnataka,Gadag *,10
2025-07,Karnataka,Gulbarga,535
2025-07,Karnataka,Hasan,102
2025-07,Karnataka,Hassan,301
2025-07,Karnataka,Haveri,397
2025-07,Karnataka,Haveri *,4
2025-07,Karnataka,Kalaburagi,466
2025-07,Karnataka,Kodagu,92
2025-07,Karnataka,Kolar,436
2025-07,Karnataka,Koppal,341
2025-07,Karnataka,Mandya,463
2025-07,Karnataka,Mysore,452
2025-07,Karnataka,Mysuru,484
2025-07,Karnataka,Raichur,973
2025-07,Karnataka,Ramanagar,286
2025-07,Karnataka,Shimoga,232
2025-07,Karnataka,Shivamogga,235
2025-07,Karnataka,Tumakuru,297
2025-07,Karnataka,Tumkur,411
2025-07,Karnataka,Udupi,240
2025-07,Karnataka,Uttara Kannada,392
2025-07,Karnataka,Vijayanagara,70
2025-07,Karnataka,Vijayapura,336
2025-07,Karnataka,Yadgir,368
2025-07,Karnataka,yadgir,30
2025-07,Kerala,Alappuzha,722
2025-07,Kerala,Ernakulam,1115
2025-07,Kerala,Idukki,400
2025-07,Kerala,Kannur,907
2025-07,Kerala,Kasaragod,500
2025-07,Kerala,Kasargod,32
2025-07,Kerala,Kollam,878
2025-07,Kerala,Kottayam,625
2025-07,Kerala,Kozhikode,1466
2025-07,Kerala,Malappuram,1933
2025-07,Kerala,Palakkad,1216
2025-07,Kerala,Pathanamthitta,528
2025-07,Kerala,Thiruvananthapuram,994
2025-07,Kerala,Thrissur,960
2025-07,Kerala,Wayanad,189
2025-07,Ladakh,Kargil,20
2025-07,Ladakh,Leh,23
2025-07,Lakshadweep,Lakshadweep,54
2025-07,Madhya Pradesh,Agar Malwa,173
2025-07,Madhya Pradesh,Alirajpur,344
2025-07,Madhya Pradesh,Anuppur,368
2025-07,Madhya Pradesh,Ashok Nagar,310
2025-07,Madhya Pradesh,Balaghat,1489
2025-07,Madhya Pradesh,Barwani,663
2025-07,Madhya Pradesh,Betul,1119
2025-07,Madhya Pradesh,Bhind,529
2025-07,Madhya Pradesh,Bhopal,1410
2025-07,Madhya Pradesh,Burhanpur,493
2025-07,Madhya Pradesh,Chhatarpur,739
2025-07,Madhya Pradesh,Chhindwara,1027
2025-07,Madhya Pradesh,Damoh,643
2025-07,Madhya Pradesh,Datia,249
2025-07,Madhya Pradesh,Dewas,945
2025-07,Madhya Pradesh,Dhar,644
2025-07,Madhya Pradesh,Dindori,273
2025-07,Madhya Pradesh,East Nimar,279
2025-07,Madhya Pradesh,Guna,574
2025-07,Madhya Pradesh,Gwalior,841
2025-07,Madhya Pradesh,Harda,218
2025-07,Madhya Pradesh,Harda *,67
2025-07,Madhya Pradesh,Hoshangabad,466
2025-07,Madhya Pradesh,Indore,2291
2025-07,Madhya Pradesh,Jabalpur,1428
2025-07,Madhya Pradesh,Jhabua,389
2025-07,Madhya Pradesh,Katni,1092
2025-07,Madhya Pradesh,Khandwa,394
2025-07,Madhya Pradesh,Khargone,854
2025-07,Madhya Pradesh,Maihar,26
2025-07,Madhya Pradesh,Mandla,284
2025-07,Madhya Pradesh,Mandsaur,437
2025-07,Madhya Pradesh,Mauganj,14
2025-07,Madhya Pradesh,Morena,661
2025-07,Madhya Pradesh,Narmadapuram,37
2025-07,Madhya Pradesh,Narsimhapur,82
2025-07,Madhya Pradesh,Narsinghpur,510
2025-07,Madhya Pradesh,Neemuch,349
2025-07,Madhya Pradesh,Niwari,8
2025-07,Madhya Pradesh,Pandhurna,10
2025-07,Madhya Pradesh,Panna,435
2025-07,Madhya Pradesh,Raisen,631
2025-07,Madhya Pradesh,Rajgarh,735
2025-07,Madhya Pradesh,Ratlam,1506
2025-07,Madhya Pradesh,Rewa,975
2025-07,Madhya Pradesh,Sagar,1083
2025-07,Madhya Pradesh,Satna,1362
2025-07,Madhya Pradesh,Sehore,695
2025-07,Madhya Pradesh,Seoni,489
2025-07,Madhya Pradesh,Shahdol,600
2025-07,Madhya Pradesh,Shajapur,583
2025-07,Madhya Pradesh,Sheopur,264
2025-07,Madhya Pradesh,Shivpuri,737
2025-07,Madhya Pradesh,Sidhi,495
2025-07,Madhya Pradesh,Singrauli,328
2025-07,Madhya Pradesh,Tikamgarh,789
2025-07,Madhya Pradesh,Ujjain,1371
2025-07,Madhya Pradesh,Umaria,322
2025-07,Madhya Pradesh,Vidisha,734
2025-07,Madhya Pradesh,West Nimar,69
2025-07,Maharashtra,Ahmadnagar,3438
2025-07,Maharashtra,Ahmed Nagar,73
2025-07,Maharashtra,Akola,1498
2025-07,Maharashtra,Amravati,2706
2025-07,Maharashtra,Aurangabad,2731
2025-07,Maharashtra,Beed,1680
2025-07,Maharashtra,Bhandara,772
2025-07,Maharashtra,Bid,109
2025-07,Maharashtra,Buldana,358
2025-07,Maharashtra,Buldhana,2016
2025-07,Maharashtra,Chandrapur,2063
2025-07,Maharashtra,Chatrapati Sambhaji Nagar,14
2025-07,Maharashtra,Chhatrapati Sambhajinagar,45
2025-07,Maharashtra,Dharashiv,8
2025-07,Maharashtra,Dhule,1642
2025-07,Maharashtra,Gadchiroli,1751
2025-07,Maharashtra,Gondia,13
2025-07,Maharashtra,Gondiya,789
2025-07,Maharashtra,Gondiya *,42
2025-07,Maharashtra,Hingoli,1272
2025-07,Maharashtra,Hingoli *,1
2025-07,Maharashtra,Jalgaon,3886
2025-07,Maharashtra,Jalna,1737
2025-07,Maharashtra,Kolhapur,2268
2025-07,Maharashtra,Latur,2017
2025-07,Maharashtra,Mumbai,4533
2025-07,Maharashtra,Mumbai City,518
2025-07,Maharashtra,Mumbai Suburban,2051
2025-07,Maharashtra,Mumbai( Sub Urban ),88
2025-07,Maharashtra,Nagpur,3058
2025-07,Maharashtra,Nanded,3323
2025-07,Maharashtra,Nandurbar,1655
2025-07,Maharashtra,Nandurbar *,36
2025-07,Maharashtra,Nashik,6432
2025-07,Maharashtra,Osmanabad,1184
2025-07,Maharashtra,Palghar,1499
2025-07,Maharashtra,Parbhani,1585
2025-07,Maharashtra,Pune,5824
2025-07,Maharashtra,Raigad,121
2025-07,Maharashtra,Raigarh,1529
2025-07,Maharashtra,Raigarh(MH),10
2025-07,Maharashtra,Ratnagiri,1632
2025-07,Maharashtra,Sangli,2582
2025-07,Maharashtra,Satara,2089
2025-07,Maharashtra,Sindhudurg,596
2025-07,Maharashtra,Solapur,2884
2025-07,Maharashtra,Thane,7258
2025-07,Maharashtra,Wardha,1714
2025-07,Maharashtra,Washim,1672
2025-07,Maharashtra,Washim *,20
2025-07,Maharashtra,Yavatmal,4568
2025-07,Manipur,Bishnupur,624
2025-07,Manipur,Chandel,156
2025-07,Manipur,Churachandpur,361
2025-07,Manipur,Imphal East,1263
2025-07,Manipur,Imphal West,1594
2025-07,Manipur,Jiribam,7
2025-07,Manipur,Kakching,23
2025-07,Manipur,Senapati,310
2025-07,Manipur,Tamenglong,234
2025-07,Manipur,Thoubal,1209
2025-07,Manipur,Ukhrul,201
2025-07,Meghalaya,East Garo Hills,9
2025-07,Meghalaya,East Jaintia Hills,25
2025-07,Meghalaya,East Khasi Hills,99
2025-07,Meghalaya,North Garo Hills,9
2025-07,Meghalaya,Ri Bhoi,38
2025-07,Meghalaya,South Garo Hills,11
2025-07,Meghalaya,South West Garo Hills,11
2025-07,Meghalaya,South West Khasi Hills,74
2025-07,Meghalaya,West Garo Hills,104
2025-07,Meghalaya,West Jaintia Hills,34
2025-07,Meghalaya,West Khasi Hills,94
2025-07,Mizoram,Aizawl,116
2025-07,Mizoram,Champhai,36
2025-07,Mizoram,Kolasib,31
2025-07,Mizoram,Lawngtlai,54
2025-07,Mizoram,Lunglei,27
2025-07,Mizoram,Mamit,18
2025-07,Mizoram,Mammit,5
2025-07,Mizoram,Saiha,21
2025-07,Mizoram,Serchhip,66
2025-07,Nagaland,Chumukedima,6
2025-07,Nagaland,Dimapur,256
2025-07,Nagaland,Kiphire,20
2025-07,Nagaland,Kohima,90
2025-07,Nagaland,Longleng,11
2025-07,Nagaland,Meluri,55
2025-07,Nagaland,Mokokchung,65
2025-07,Nagaland,Mon,283
2025-07,Nagaland,Niuland,5
2025-07,Nagaland,Noklak,16
2025-07,Nagaland,Peren,28
2025-07,Nagaland,Phek,49
2025-07,Nagaland,Shamator,1
2025-07,Nagaland,Tuensang,89
2025-07,Nagaland,Wokha,31
2025-07,Nagaland,Zunheboto,68
2025-07,Odisha,Angul,493
2025-07,Odisha,Anugul,24
2025-07,Odisha,Balangir,968
2025-07,Odisha,Baleshwar,250
2025-07,Odisha,Baleswar,1238
2025-07,Odisha,Bargarh,926
2025-07,Odisha,Baudh,38
2025-07,Odisha,Bhadrak,888
2025-07,Odisha,Boudh,250
2025-07,Odisha,Cuttack,1219
2025-07,Odisha,Debagarh,141
2025-07,Odisha,Dhenkanal,563
2025-07,Odisha,Gajapati,615
2025-07,Odisha,Ganjam,1769
2025-07,Odisha,JAJPUR,234
2025-07,Odisha,Jagatsinghapur,755
2025-07,Odisha,Jagatsinghpur,182
2025-07,Odisha,Jajapur,692
2025-07,Odisha,Jajpur,3
2025-07,Odisha,Jharsuguda,338
2025-07,Odisha,Kalahandi,846
2025-07,Odisha,Kandhamal,722
2025-07,Odisha,Kendrapara,896
2025-07,Odisha,Kendujhar,923
2025-07,Odisha,Khorda,1003
2025-07,Odisha,Khordha,153
2025-07,Odisha,Koraput,890
2025-07,Odisha,Malkangiri,435
2025-07,Odisha,Mayurbhanj,1879
2025-07,Odisha,NUAPADA,7
2025-07,Odisha,Nabarangapur,686
2025-07,Odisha,Nayagarh,564
2025-07,Odisha,Nuapada,400
2025-07,Odisha,Puri,837
2025-07,Odisha,Rayagada,619
2025-07,Odisha,Sambalpur,493
2025-07,Odisha,Sonapur,307
2025-07,Odisha,Subarnapur,57
2025-07,Odisha,Sundargarh,111
2025-07,Odisha,Sundergarh,781
2025-07,Odisha,jajpur,3
2025-07,Orissa,Anugul,5
2025-07,Orissa,Balangir,160
2025-07,Orissa,Baleshwar,71
2025-07,Orissa,Bargarh,16
2025-07,Orissa,Bhadrak,60
2025-07,Orissa,Cuttack,53
2025-07,Orissa,Dhenkanal,36
2025-07,Orissa,Gajapati,2
2025-07,Orissa,Ganjam,95
2025-07,Orissa,Jagatsinghapur,10
2025-07,Orissa,Jajapur,12
2025-07,Orissa,Jharsuguda,3
2025-07,Orissa,Kandhamal,10
2025-07,Orissa,Kendrapara,1
2025-07,Orissa,Kendujhar,5
2025-07,Orissa,Khordha,190
2025-07,Orissa,Koraput,13
2025-07,Orissa,Malkangiri,4
2025-07,Orissa,Mayurbhanj,5
2025-07,Orissa,Nayagarh,33
2025-07,Orissa,Puri,36
2025-07,Orissa,Rayagada,22
2025-07,Orissa,Sambalpur,4
2025-07,Orissa,Sonapur,1
2025-07,Orissa,Subarnapur,6
2025-07,Orissa,Sundargarh,24
2025-07,Pondicherry,Karaikal,88
2025-07,Pondicherry,Pondicherry,488
2025-07,Pondicherry,Yanam,1
2025-07,Puducherry,Karaikal,155
2025-07,Puducherry,Puducherry,323
2025-07,Puducherry,Yanam,5
2025-07,Punjab,Amritsar,1180
2025-07,Punjab,Barnala,433
2025-07,Punjab,Bathinda,966
2025-07,Punjab,Faridkot,392
2025-07,Punjab,Fatehgarh Sahib,592
2025-07,Punjab,Fazilka,479
2025-07,Punjab,Ferozepur,588
2025-07,Punjab,Firozpur,135
2025-07,Punjab,Gurdaspur,918
2025-07,Punjab,Hoshiarpur,758
2025-07,Punjab,Jalandhar,950
2025-07,Punjab,Kapurthala,460
2025-07,Punjab,Ludhiana,2158
2025-07,Punjab,Malerkotla,207
2025-07,Punjab,Mansa,554
2025-07,Punjab,Moga,610
2025-07,Punjab,Muktsar,89
2025-07,Punjab,Nawanshahr,146
2025-07,Punjab,Pathankot,229
2025-07,Punjab,Patiala,1161
2025-07,Punjab,Rupnagar,340
2025-07,Punjab,S.A.S Nagar(Mohali),50
2025-07,Punjab,SAS Nagar (Mohali),491
2025-07,Punjab,Sangrur,922
2025-07,Punjab,Shaheed Bhagat Singh Nagar,302
2025-07,Punjab,Sri Muktsar Sahib,473
2025-07,Punjab,Tarn Taran,720
2025-07,Rajasthan,Ajmer,1393
2025-07,Rajasthan,Alwar,1647
2025-07,Rajasthan,Banswara,1117
2025-07,Rajasthan,Baran,848
2025-07,Rajasthan,Barmer,1350
2025-07,Rajasthan,Bharatpur,1048
2025-07,Rajasthan,Bhilwara,1521
2025-07,Rajasthan,Bikaner,837
2025-07,Rajasthan,Bundi,671
2025-07,Rajasthan,Chittaurgarh,23
2025-07,Rajasthan,Chittorgarh,596
2025-07,Rajasthan,Churu,1475
2025-07,Rajasthan,Dausa,903
2025-07,Rajasthan,Deeg,7
2025-07,Rajasthan,Deeg ,1
2025-07,Rajasthan,Dhaulpur,2
2025-07,Rajasthan,Dholpur,447
2025-07,Rajasthan,Dungarpur,778
2025-07,Rajasthan,Ganganagar,618
2025-07,Rajasthan,Hanumangarh,861
2025-07,Rajasthan,Jaipur,2508
2025-07,Rajasthan,Jaisalmer,260
2025-07,Rajasthan,Jalor,757
2025-07,Rajasthan,Jalore,2
2025-07,Rajasthan,Jhalawar,706
2025-07,Rajasthan,Jhunjhunu,25
2025-07,Rajasthan,Jhunjhunun,807
2025-07,Rajasthan,Jodhpur,2007
2025-07,Rajasthan,Karauli,873
2025-07,Rajasthan,Kota,960
2025-07,Rajasthan,Nagaur,1609
2025-07,Rajasthan,Pali,1091
2025-07,Rajasthan,Pratapgarh,546
2025-07,Rajasthan,Rajsamand,447
2025-07,Rajasthan,Sawai Madhopur,887
2025-07,Rajasthan,Sikar,923
2025-07,Rajasthan,Sirohi,666
2025-07,Rajasthan,Tonk,771
2025-07,Rajasthan,Udaipur,1382
2025-07,Sikkim,East,67
2025-07,Sikkim,East Sikkim,58
2025-07,Sikkim,North,3
2025-07,Sikkim,North Sikkim,30
2025-07,Sikkim,South,24
2025-07,Sikkim,South Sikkim,21
2025-07,Sikkim,West,17
2025-07,Sikkim,West Sikkim,24
2025-07,Tamil Nadu,Ariyalur,535
2025-07,Tamil Nadu,Chengalpattu,94
2025-07,Tamil Nadu,Chennai,3182
2025-07,Tamil Nadu,Coimbatore,1772
2025-07,Tamil Nadu,Cuddalore,1898
2025-07,Tamil Nadu,Dharmapuri,1120
2025-07,Tamil Nadu,Dindigul,1673
2025-07,Tamil Nadu,Erode,1679
2025-07,Tamil Nadu,Kallakurichi,54
2025-07,Tamil Nadu,Kancheepuram,2630
2025-07,Tamil Nadu,Kanchipuram,2
2025-07,Tamil Nadu,Kanniyakumari,715
2025-07,Tamil Nadu,Kanyakumari,310
2025-07,Tamil Nadu,Karur,529
2025-07,Tamil Nadu,Krishnagiri,1020
2025-07,Tamil Nadu,Madurai,1623
2025-07,Tamil Nadu,Mayiladuthurai,63
2025-07,Tamil Nadu,Nagapattinam,898
2025-07,Tamil Nadu,Namakkal,1255
2025-07,Tamil Nadu,Perambalur,529
2025-07,Tamil Nadu,Pudukkottai,820
2025-07,Tamil Nadu,Ramanathapuram,545
2025-07,Tamil Nadu,Ranipet,10
2025-07,Tamil Nadu,Salem,1816
2025-07,Tamil Nadu,Sivaganga,940
2025-07,Tamil Nadu,Tenkasi,136
2025-07,Tamil Nadu,Thanjavur,1367
2025-07,Tamil Nadu,The Nilgiris,290
2025-07,Tamil Nadu,Theni,381
2025-07,Tamil Nadu,Thiruvallur,44
2025-07,Tamil Nadu,Thiruvarur,759
2025-07,Tamil Nadu,Thoothukkudi,1218
2025-07,Tamil Nadu,Tiruchirappalli,1125
2025-07,Tamil Nadu,Tirunelveli,1468
2025-07,Tamil Nadu,Tirupathur,2
2025-07,Tamil Nadu,Tirupattur,123
2025-07,Tamil Nadu,Tiruppur,836
2025-07,Tamil Nadu,Tiruvallur,1711
2025-07,Tamil Nadu,Tiruvannamalai,603
2025-07,Tamil Nadu,Vellore,1223
2025-07,Tamil Nadu,Villupuram,1385
2025-07,Tamil Nadu,Viluppuram,732
2025-07,Tamil Nadu,Virudhunagar,1134
2025-07,Telangana,Adilabad,715
2025-07,Telangana,Bhadradri Kothagudem,221
2025-07,Telangana,Hanumakonda,58
2025-07,Telangana,Hyderabad,1819
2025-07,Telangana,Jagitial,122
2025-07,Telangana,Jangaon,4
2025-07,Telangana,Jangoan,115
2025-07,Telangana,Jayashankar Bhupalpally,55
2025-07,Telangana,Jogulamba Gadwal,120
2025-07,Telangana,K.v. Rangareddy,2013
2025-07,Telangana,Kamareddy,143
2025-07,Telangana,Karimnagar,1035
2025-07,Telangana,Khammam,472
2025-07,Telangana,Komaram Bheem,114
2025-07,Telangana,Mahabubabad,93
2025-07,Telangana,Mahabubnagar,1410
2025-07,Telangana,Mancherial,158
2025-07,Telangana,Medak,1109
2025-07,Telangana,Medchal-malkajgiri,208
2025-07,Telangana,Medchal−malkajgiri,87
2025-07,Telangana,Mulugu,25
2025-07,Telangana,Nagarkurnool,109
2025-07,Telangana,Nalgonda,1041
2025-07,Telangana,Narayanpet,35
2025-07,Telangana,Nirmal,214
2025-07,Telangana,Nizamabad,848
2025-07,Telangana,Peddapalli,96
2025-07,Telangana,Rajanna Sircilla,138
2025-07,Telangana,Rangareddy,22
2025-07,Telangana,Sangareddy,305
2025-07,Telangana,Siddipet,208
2025-07,Telangana,Suryapet,231
2025-07,Telangana,Vikarabad,156
2025-07,Telangana,Wanaparthy,80
2025-07,Telangana,Warangal,675
2025-07,Telangana,Warangal Rural,79
2025-07,Telangana,Warangal Urban,53
2025-07,Telangana,Yadadri.,97
2025-07,Tripura,Dhalai,193
2025-07,Tripura,Dhalai  *,3
2025-07,Tripura,Gomati,137
2025-07,Tripura,Khowai,51
2025-07,Tripura,North Tripura,359
2025-07,Tripura,Sepahijala,109
2025-07,Tripura,South Tripura,449
2025-07,Tripura,Unakoti,92
2025-07,Tripura,West Tripura,531
2025-07,Uttar Pradesh,Agra,1791
2025-07,Uttar Pradesh,Aligarh,1816
2025-07,Uttar Pradesh,Allahabad,2118
2025-07,Uttar Pradesh,Ambedkar Nagar,739
2025-07,Uttar Pradesh,Amethi,831
2025-07,Uttar Pradesh,Amroha,881
