year_month,state,district,enrolment_total
2025-06,Telangana,Siddipet,39
2025-06,Telangana,Suryapet,49
2025-06,Telangana,Vikarabad,71
2025-06,Telangana,Wanaparthy,47
2025-06,Telangana,Warangal,63
2025-06,Telangana,Warangal (urban),1
2025-06,Telangana,Warangal Rural,25
2025-06,Telangana,Warangal Urban,16
2025-06,Telangana,Yadadri.,29
2025-06,Tripura,Dhalai,35
2025-06,Tripura,Dhalai  *,1
2025-06,Tripura,Gomati,14
2025-06,Tripura,Khowai,9
2025-06,Tripura,North Tripura,27
2025-06,Tripura,Sepahijala,36
2025-06,Tripura,South Tripura,33
2025-06,Tripura,Unakoti,18
2025-06,Tripura,West Tripura,58
2025-06,Uttar Pradesh,Agra,441
2025-06,Uttar Pradesh,Aligarh,406
2025-06,Uttar Pradesh,Allahabad,356
2025-06,Uttar Pradesh,Ambedkar Nagar,191
2025-06,Uttar Pradesh,Amethi,178
2025-06,Uttar Pradesh,Amroha,158
2025-06,Uttar Pradesh,Auraiya,86
2025-06,Uttar Pradesh,Ayodhya,32
2025-06,Uttar Pradesh,Azamgarh,469
2025-06,Uttar Pradesh,Baghpat,166
2025-06,Uttar Pradesh,Bahraich,582
2025-06,Uttar Pradesh,Ballia,254
2025-06,Uttar Pradesh,Balrampur,160
2025-06,Uttar Pradesh,Banda,150
2025-06,Uttar Pradesh,Bara Banki,274
2025-06,Uttar Pradesh,Barabanki,24
2025-06,Uttar Pradesh,Bareilly,392
2025-06,Uttar Pradesh,Basti,253
2025-06,Uttar Pradesh,Bhadohi,18
2025-06,Uttar Pradesh,Bijnor,322
2025-06,Uttar Pradesh,Budaun,338
2025-06,Uttar Pradesh,Bulandshahar,6
2025-06,Uttar Pradesh,Bulandshahr,398
2025-06,Uttar Pradesh,Chandauli,201
2025-06,Uttar Pradesh,Chitrakoot,114
2025-06,Uttar Pradesh,Deoria,283
2025-06,Uttar Pradesh,Etah,165
2025-06,Uttar Pradesh,Etawah,121
2025-06,Uttar Pradesh,Faizabad,244
2025-06,Uttar Pradesh,Farrukhabad,139
2025-06,Uttar Pradesh,Fatehpur,199
2025-06,Uttar Pradesh,Firozabad,209
2025-06,Uttar Pradesh,Gautam Buddha Nagar,271
2025-06,Uttar Pradesh,Ghaziabad,417
2025-06,Uttar Pradesh,Ghazipur,289
2025-06,Uttar Pradesh,Gonda,351
2025-06,Uttar Pradesh,Gorakhpur,412
2025-06,Uttar Pradesh,Hamirpur,124
2025-06,Uttar Pradesh,Hapur,115
2025-06,Uttar Pradesh,Hardoi,401
2025-06,Uttar Pradesh,Hathras,117
2025-06,Uttar Pradesh,Jalaun,90
2025-06,Uttar Pradesh,Jaunpur,308
2025-06,Uttar Pradesh,Jhansi,138
2025-06,Uttar Pradesh,Kannauj,152
2025-06,Uttar Pradesh,Kanpur Dehat,193
2025-06,Uttar Pradesh,Kanpur Nagar,400
2025-06,Uttar Pradesh,Kasganj,109
2025-06,Uttar Pradesh,Kaushambi,140
2025-06,Uttar Pradesh,Kheri,409
2025-06,Uttar Pradesh,Kushinagar,295
2025-06,Uttar Pradesh,Kushinagar *,1
2025-06,Uttar Pradesh,Lalitpur,120
2025-06,Uttar Pradesh,Lucknow,454
2025-06,Uttar Pradesh,Maharajganj,275
2025-06,Uttar Pradesh,Mahoba,84
2025-06,Uttar Pradesh,Mainpuri,151
2025-06,Uttar Pradesh,Mathura,304
2025-06,Uttar Pradesh,Mau,188
2025-06,Uttar Pradesh,Meerut,363
2025-06,Uttar Pradesh,Mirzapur,242
2025-06,Uttar Pradesh,Moradabad,352
2025-06,Uttar Pradesh,Muzaffarnagar,273
2025-06,Uttar Pradesh,Pilibhit,188
2025-06,Uttar Pradesh,Pratapgarh,298
2025-06,Uttar Pradesh,Prayagraj,33
2025-06,Uttar Pradesh,Rae Bareli,202
2025-06,Uttar Pradesh,Rampur,227
2025-06,Uttar Pradesh,Saharanpur,351
2025-06,Uttar Pradesh,Sambhal,253
2025-06,Uttar Pradesh,Sant Kabir Nagar,143
2025-06,Uttar Pradesh,Sant Ravidas Nagar,98
2025-06,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,3
2025-06,Uttar Pradesh,Shahjahanpur,344
2025-06,Uttar Pradesh,Shamli,274
2025-06,Uttar Pradesh,Shrawasti,102
2025-06,Uttar Pradesh,Siddharthnagar,286
2025-06,Uttar Pradesh,Sitapur,396
2025-06,Uttar Pradesh,Sonbhadra,183
2025-06,Uttar Pradesh,Sultanpur,256
2025-06,Uttar Pradesh,Unnao,267
2025-06,Uttar Pradesh,Varanasi,307
2025-06,Uttarakhand,Almora,41
2025-06,Uttarakhand,Bageshwar,13
2025-06,Uttarakhand,Chamoli,26
2025-06,Uttarakhand,Champawat,29
2025-06,Uttarakhand,Dehradun,171
2025-06,Uttarakhand,Hardwar,5
2025-06,Uttarakhand,Haridwar,115
2025-06,Uttarakhand,Nainital,78
2025-06,Uttarakhand,Pauri Garhwal,51
2025-06,Uttarakhand,Pithoragarh,18
2025-06,Uttarakhand,Rudraprayag,20
2025-06,Uttarakhand,Tehri Garhwal,66
2025-06,Uttarakhand,Udham Singh Nagar,166
2025-06,Uttarakhand,Uttarkashi,25
2025-06,West Bengal,Alipurduar,30
2025-06,West Bengal,Bankura,345
2025-06,West Bengal,Barddhaman,472
2025-06,West Bengal,Bardhaman,48
2025-06,West Bengal,Birbhum,460
2025-06,West Bengal,Cooch Behar,227
2025-06,West Bengal,Dakshin Dinajpur,203
2025-06,West Bengal,Darjeeling,94
2025-06,West Bengal,Darjiling,15
2025-06,West Bengal,East Midnapore,75
2025-06,West Bengal,HOWRAH,2
2025-06,West Bengal,Haora,98
2025-06,West Bengal,Hooghly,414
2025-06,West Bengal,Howrah,363
2025-06,West Bengal,Hugli,3
2025-06,West Bengal,Jalpaiguri,220
2025-06,West Bengal,Jhargram,17
2025-06,West Bengal,Kalimpong,4
2025-06,West Bengal,Koch Bihar,81
2025-06,West Bengal,Kolkata,220
2025-06,West Bengal,Malda,343
2025-06,West Bengal,Maldah,44
2025-06,West Bengal,Murshidabad,1291
2025-06,West Bengal,Nadia,391
2025-06,West Bengal,North 24 Parganas,982
2025-06,West Bengal,North Dinajpur,4
2025-06,West Bengal,North Twenty Four Parganas,63
2025-06,West Bengal,Paschim Bardhaman,34
2025-06,West Bengal,Paschim Medinipur,511
2025-06,West Bengal,Purba Bardhaman,108
2025-06,West Bengal,Purba Medinipur,473
2025-06,West Bengal,Purulia,24
2025-06,West Bengal,Puruliya,452
2025-06,West Bengal,South 24 Parganas,1021
2025-06,West Bengal,South Dinajpur,11
2025-06,West Bengal,South Twenty Four Parganas,113
2025-06,West Bengal,Uttar Dinajpur,612
2025-06,West Bengal,West Midnapore,54
2025-07,Andaman and Nicobar Islands,North And Middle Andaman,1
2025-07,Andaman and Nicobar Islands,South Andaman,3
2025-07,Andhra Pradesh,Adilabad,17
2025-07,Andhra Pradesh,Alluri Sitharama Raju,29
2025-07,Andhra Pradesh,Anakapalli,5
2025-07,Andhra Pradesh,Anantapur,72
2025-07,Andhra Pradesh,Ananthapur,28
2025-07,Andhra Pradesh,Ananthapuramu,40
2025-07,Andhra Pradesh,Annamayya,12
2025-07,Andhra Pradesh,Bapatla,8
2025-07,Andhra Pradesh,Chittoor,74
2025-07,Andhra Pradesh,Cuddapah,64
2025-07,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,9
2025-07,Andhra Pradesh,East Godavari,79
2025-07,Andhra Pradesh,Eluru,11
2025-07,Andhra Pradesh,Guntur,128
2025-07,Andhra Pradesh,Hyderabad,67
2025-07,Andhra Pradesh,K.V.Rangareddy,1
2025-07,Andhra Pradesh,K.v. Rangareddy,1
2025-07,Andhra Pradesh,Kakinada,14
2025-07,Andhra Pradesh,Karim Nagar,3
2025-07,Andhra Pradesh,Karimnagar,11
2025-07,Andhra Pradesh,Khammam,17
2025-07,Andhra Pradesh,Krishna,91
2025-07,Andhra Pradesh,Kurnool,153
2025-07,Andhra Pradesh,Mahabub Nagar,13
2025-07,Andhra Pradesh,Mahbubnagar,5
2025-07,Andhra Pradesh,Medak,13
2025-07,Andhra Pradesh,N. T. R,6
2025-07,Andhra Pradesh,Nalgonda,18
2025-07,Andhra Pradesh,Nandyal,22
2025-07,Andhra Pradesh,Nellore,91
2025-07,Andhra Pradesh,Nizamabad,8
2025-07,Andhra Pradesh,Palnadu,9
2025-07,Andhra Pradesh,Parvathipuram Manyam,6
2025-07,Andhra Pradesh,Prakasam,70
2025-07,Andhra Pradesh,Rangareddi,24
2025-07,Andhra Pradesh,Sri Potti Sriramulu Nellore,49
2025-07,Andhra Pradesh,Sri Sathya Sai,9
2025-07,Andhra Pradesh,Srikakulam,63
2025-07,Andhra Pradesh,Tirupati,39
2025-07,Andhra Pradesh,Visakhapatnam,111
2025-07,Andhra Pradesh,Vizianagaram,36
2025-07,Andhra Pradesh,Warangal,15
2025-07,Andhra Pradesh,West Godavari,71
2025-07,Andhra Pradesh,Y. S. R,11
2025-07,Arunachal Pradesh,Changlang,33
2025-07,Arunachal Pradesh,East Kameng,4
2025-07,Arunachal Pradesh,East Siang,2
2025-07,Arunachal Pradesh,Kurung Kumey,2
2025-07,Arunachal Pradesh,Lohit,1
2025-07,Arunachal Pradesh,Longding,33
2025-07,Arunachal Pradesh,Lower Dibang Valley,1
2025-07,Arunachal Pradesh,Lower Subansiri,5
2025-07,Arunachal Pradesh,Namsai,2
2025-07,Arunachal Pradesh,Papum Pare,3
2025-07,Arunachal Pradesh,Siang,1
2025-07,Arunachal Pradesh,Tirap,5
2025-07,Arunachal Pradesh,Upper Subansiri,3
2025-07,Arunachal Pradesh,West Kameng,9
2025-07,Arunachal Pradesh,West Siang,1
2025-07,Assam,Baksa,41
2025-07,Assam,Barpeta,153
2025-07,Assam,Biswanath,13
2025-07,Assam,Bongaigaon,27
2025-07,Assam,Cachar,81
2025-07,Assam,Charaideo,22
2025-07,Assam,Chirang,16
2025-07,Assam,Darrang,60
2025-07,Assam,Dhemaji,54
2025-07,Assam,Dhubri,74
2025-07,Assam,Dibrugarh,31
2025-07,Assam,Goalpara,53
2025-07,Assam,Golaghat,45
2025-07,Assam,Hailakandi,62
2025-07,Assam,Hojai,44
2025-07,Assam,Jorhat,33
2025-07,Assam,Kamrup,90
2025-07,Assam,Kamrup Metro,76
2025-07,Assam,Karbi Anglong,104
2025-07,Assam,Karimganj,89
2025-07,Assam,Kokrajhar,27
2025-07,Assam,Lakhimpur,48
2025-07,Assam,Majuli,1
2025-07,Assam,Marigaon,61
2025-07,Assam,Nagaon,189
2025-07,Assam,Nalbari,38
2025-07,Assam,North Cachar Hills,2
2025-07,Assam,Sibsagar,87
2025-07,Assam,Sonitpur,107
2025-07,Assam,South Salmara Mankachar,6
2025-07,Assam,Sribhumi,1
2025-07,Assam,Tinsukia,18
2025-07,Assam,Udalguri,35
2025-07,Assam,West Karbi Anglong,5
2025-07,Bihar,Araria,157
2025-07,Bihar,Arwal,39
2025-07,Bihar,Aurangabad,169
2025-07,Bihar,Aurangabad(bh),1
2025-07,Bihar,Banka,130
2025-07,Bihar,Begusarai,55
2025-07,Bihar,Bhagalpur,223
2025-07,Bihar,Bhojpur,129
2025-07,Bihar,Buxar,38
2025-07,Bihar,Darbhanga,141
2025-07,Bihar,East Champaran,325
2025-07,Bihar,Gaya,297
2025-07,Bihar,Gopalganj,87
2025-07,Bihar,Jamui,147
2025-07,Bihar,Jehanabad,65
2025-07,Bihar,Kaimur (Bhabua),46
2025-07,Bihar,Katihar,187
2025-07,Bihar,Khagaria,56
2025-07,Bihar,Kishanganj,215
2025-07,Bihar,Lakhisarai,19
2025-07,Bihar,Madhepura,83
2025-07,Bihar,Madhubani,251
2025-07,Bihar,Monghyr,2
2025-07,Bihar,Munger,17
2025-07,Bihar,Muzaffarpur,217
2025-07,Bihar,Nalanda,103
2025-07,Bihar,Nawada,205
2025-07,Bihar,Pashchim Champaran,1
2025-07,Bihar,Patna,161
2025-07,Bihar,Purba Champaran,4
2025-07,Bihar,Purnea,4
2025-07,Bihar,Purnia,189
2025-07,Bihar,Rohtas,89
2025-07,Bihar,Saharsa,119
2025-07,Bihar,Samastipur,185
2025-07,Bihar,Samstipur,1
2025-07,Bihar,Saran,161
2025-07,Bihar,Sheikhpura,12
2025-07,Bihar,Sheohar,42
2025-07,Bihar,Sitamarhi,211
2025-07,Bihar,Siwan,107
2025-07,Bihar,Supaul,136
2025-07,Bihar,Vaishali,119
2025-07,Bihar,West Champaran,327
2025-07,Chandigarh,Chandigarh,38
2025-07,Chhattisgarh,Balod,20
2025-07,Chhattisgarh,Baloda Bazar,68
2025-07,Chhattisgarh,Balrampur,71
2025-07,Chhattisgarh,Bastar,47
2025-07,Chhattisgarh,Bemetara,46
2025-07,Chhattisgarh,Bijapur,23
2025-07,Chhattisgarh,Bilaspur,81
2025-07,Chhattisgarh,Dakshin Bastar Dantewada,13
2025-07,Chhattisgarh,Dantewada,23
2025-07,Chhattisgarh,Dhamtari,19
2025-07,Chhattisgarh,Durg,37
2025-07,Chhattisgarh,Gariyaband,21
2025-07,Chhattisgarh,Gaurela-pendra-marwahi,5
2025-07,Chhattisgarh,Janjgir-champa,49
2025-07,Chhattisgarh,Jashpur,37
2025-07,Chhattisgarh,Kabeerdham,11
2025-07,Chhattisgarh,Kanker,20
2025-07,Chhattisgarh,Kawardha,24
2025-07,Chhattisgarh,Khairagarh Chhuikhadan Gandai,3
2025-07,Chhattisgarh,Kondagaon,44
2025-07,Chhattisgarh,Korba,37
2025-07,Chhattisgarh,Koriya,13
2025-07,Chhattisgarh,Mahasamund,52
2025-07,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1
2025-07,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,1
2025-07,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,4
2025-07,Chhattisgarh,Mungeli,43
2025-07,Chhattisgarh,Narayanpur,11
2025-07,Chhattisgarh,Raigarh,75
2025-07,Chhattisgarh,Raipur,105
2025-07,Chhattisgarh,Rajnandgaon,86
2025-07,Chhattisgarh,Sakti,1
2025-07,Chhattisgarh,Sarangarh-Bilaigarh,1
2025-07,Chhattisgarh,Sukma,6
2025-07,Chhattisgarh,Surajpur,29
2025-07,Chhattisgarh,Surguja,49
2025-07,Chhattisgarh,Uttar Bastar Kanker,12
2025-07,Dadra and Nagar Haveli,Dadra and Nagar Haveli,6
2025-07,Daman and Diu,Diu,1
2025-07,Delhi,Central Delhi,31
2025-07,Delhi,East Delhi,82
2025-07,Delhi,Najafgarh,1
2025-07,Delhi,New Delhi,2
2025-07,Delhi,North Delhi,46
2025-07,Delhi,North East,18
2025-07,Delhi,North East Delhi,75
2025-07,Delhi,North West Delhi,159
2025-07,Delhi,Shahdara,4
2025-07,Delhi,South Delhi,164
2025-07,Delhi,South East Delhi,2
2025-07,Delhi,South West Delhi,102
2025-07,Delhi,West Delhi,98
2025-07,Goa,North Goa,17
2025-07,Goa,South Goa,10
2025-07,Gujarat,Ahmadabad,9
2025-07,Gujarat,Ahmedabad,171
2025-07,Gujarat,Amreli,35
2025-07,Gujarat,Anand,32
2025-07,Gujarat,Arvalli,8
2025-07,Gujarat,Banaskantha,77
2025-07,Gujarat,Bharuch,32
2025-07,Gujarat,Bhavnagar,75
2025-07,Gujarat,Botad,8
2025-07,Gujarat,Chhotaudepur,37
2025-07,Gujarat,Dahod,51
2025-07,Gujarat,Devbhumi Dwarka,12
2025-07,Gujarat,Dohad,21
2025-07,Gujarat,Gandhinagar,36
2025-07,Gujarat,Gir Somnath,17
2025-07,Gujarat,Jamnagar,38
2025-07,Gujarat,Junagadh,43
2025-07,Gujarat,Kachchh,35
2025-07,Gujarat,Kheda,48
2025-07,Gujarat,Mahesana,42
2025-07,Gujarat,Mahisagar,16
2025-07,Gujarat,Morbi,13
2025-07,Gujarat,Narmada,14
2025-07,Gujarat,Navsari,12
2025-07,Gujarat,Panch Mahals,1
2025-07,Gujarat,Panchmahals,60
2025-07,Gujarat,Patan,28
2025-07,Gujarat,Porbandar,8
2025-07,Gujarat,Rajkot,107
2025-07,Gujarat,Sabarkantha,40
2025-07,Gujarat,Surat,178
2025-07,Gujarat,Surendra Nagar,54
2025-07,Gujarat,Tapi,49
2025-07,Gujarat,The Dangs,3
2025-07,Gujarat,Vadodara,90
2025-07,Gujarat,Valsad,41
2025-07,Haryana,Ambala,35
2025-07,Haryana,Bhiwani,46
2025-07,Haryana,Charkhi Dadri,10
2025-07,Haryana,Faridabad,135
2025-07,Haryana,Fatehabad,38
2025-07,Haryana,Gurgaon,94
2025-07,Haryana,Hisar,49
2025-07,Haryana,Jhajjar,36
2025-07,Haryana,Jind,29
2025-07,Haryana,Kaithal,31
2025-07,Haryana,Karnal,31
2025-07,Haryana,Kurukshetra,31
2025-07,Haryana,Mahendragarh,40
2025-07,Haryana,Mewat,89
2025-07,Haryana,Palwal,70
2025-07,Haryana,Panchkula,11
2025-07,Haryana,Panipat,53
2025-07,Haryana,Rewari,31
2025-07,Haryana,Rohtak,32
2025-07,Haryana,Sirsa,29
2025-07,Haryana,Sonipat,66
2025-07,Haryana,Yamuna Nagar,18
2025-07,Himachal Pradesh,Bilaspur,13
2025-07,Himachal Pradesh,Chamba,25
2025-07,Himachal Pradesh,Hamirpur,17
2025-07,Himachal Pradesh,Kangra,49
2025-07,Himachal Pradesh,Kinnaur,3
2025-07,Himachal Pradesh,Kullu,21
2025-07,Himachal Pradesh,Lahul & Spiti,1
2025-07,Himachal Pradesh,Mandi,37
2025-07,Himachal Pradesh,Shimla,22
2025-07,Himachal Pradesh,Sirmaur,22
2025-07,Himachal Pradesh,Solan,19
2025-07,Himachal Pradesh,Una,14
2025-07,Jammu & Kashmir,Doda,1
2025-07,Jammu & Kashmir,Jammu,1
2025-07,Jammu and Kashmir,Anantnag,35
2025-07,Jammu and Kashmir,Badgam,20
2025-07,Jammu and Kashmir,Bandipore,15
2025-07,Jammu and Kashmir,Baramula,47
2025-07,Jammu and Kashmir,Budgam,16
2025-07,Jammu and Kashmir,Doda,37
2025-07,Jammu and Kashmir,Ganderbal,10
2025-07,Jammu and Kashmir,Jammu,52
2025-07,Jammu and Kashmir,Kargil,6
2025-07,Jammu and Kashmir,Kathua,44
2025-07,Jammu and Kashmir,Kishtwar,20
2025-07,Jammu and Kashmir,Kulgam,12
2025-07,Jammu and Kashmir,Kupwara,44
2025-07,Jammu and Kashmir,Pulwama,21
2025-07,Jammu and Kashmir,Punch,34
2025-07,Jammu and Kashmir,Rajouri,37
2025-07,Jammu and Kashmir,Ramban,24
2025-07,Jammu and Kashmir,Reasi,33
2025-07,Jammu and Kashmir,Samba,10
2025-07,Jammu and Kashmir,Shupiyan,3
2025-07,Jammu and Kashmir,Srinagar,49
2025-07,Jammu and Kashmir,Udhampur,69
2025-07,Jharkhand,Bokaro,94
2025-07,Jharkhand,Chatra,96
2025-07,Jharkhand,Deoghar,122
2025-07,Jharkhand,Dhanbad,202
2025-07,Jharkhand,Dumka,152
2025-07,Jharkhand,East Singhbhum,130
2025-07,Jharkhand,Garhwa,123
2025-07,Jharkhand,Garhwa *,4
2025-07,Jharkhand,Giridih,373
2025-07,Jharkhand,Godda,116
2025-07,Jharkhand,Gumla,93
2025-07,Jharkhand,Hazaribag,9
2025-07,Jharkhand,Hazaribagh,114
2025-07,Jharkhand,Jamtara,129
2025-07,Jharkhand,Khunti,45
2025-07,Jharkhand,Kodarma,7
2025-07,Jharkhand,Koderma,52
2025-07,Jharkhand,Latehar,40
2025-07,Jharkhand,Lohardaga,46
2025-07,Jharkhand,Pakaur,4
2025-07,Jharkhand,Pakur,25
2025-07,Jharkhand,Palamau,3
2025-07,Jharkhand,Palamu,220
2025-07,Jharkhand,Pashchimi Singhbhum,14
2025-07,Jharkhand,Purbi Singhbhum,17
2025-07,Jharkhand,Ramgarh,65
2025-07,Jharkhand,Ranchi,316
2025-07,Jharkhand,Sahebganj,115
2025-07,Jharkhand,Sahibganj,6
2025-07,Jharkhand,Seraikela-Kharsawan,70
2025-07,Jharkhand,Seraikela-kharsawan,21
2025-07,Jharkhand,Simdega,30
2025-07,Jharkhand,West Singhbhum,92
2025-07,Karnataka,Bagalkot,92
2025-07,Karnataka,Bagalkot *,1
2025-07,Karnataka,Ballari,15
2025-07,Karnataka,Bangalore,113
2025-07,Karnataka,Bangalore Rural,35
2025-07,Karnataka,Belagavi,112
2025-07,Karnataka,Belgaum,79
2025-07,Karnataka,Bellary,23
2025-07,Karnataka,Bengaluru,295
2025-07,Karnataka,Bengaluru South,14
2025-07,Karnataka,Bidar,52
2025-07,Karnataka,Bijapur,42
2025-07,Karnataka,Chamarajanagar,1
2025-07,Karnataka,Chamrajanagar,19
2025-07,Karnataka,Chamrajnagar,4
2025-07,Karnataka,Chickmagalur,13
2025-07,Karnataka,Chikkaballapur,26
2025-07,Karnataka,Chikmagalur,2
2025-07,Karnataka,Chitradurga,35
2025-07,Karnataka,Dakshina Kannada,66
2025-07,Karnataka,Davanagere,13
2025-07,Karnataka,Davangere,54
2025-07,Karnataka,Dharwad,45
2025-07,Karnataka,Gadag,37
2025-07,Karnataka,Gulbarga,67
2025-07,Karnataka,Hasan,10
2025-07,Karnataka,Hassan,40
2025-07,Karnataka,Haveri,61
2025-07,Karnataka,Haveri *,1
2025-07,Karnataka,Kalaburagi,56
2025-07,Karnataka,Kodagu,14
2025-07,Karnataka,Kolar,55
2025-07,Karnataka,Koppal,52
2025-07,Karnataka,Mandya,33
2025-07,Karnataka,Mysore,40
2025-07,Karnataka,Mysuru,30
2025-07,Karnataka,Raichur,114
2025-07,Karnataka,Ramanagar,24
2025-07,Karnataka,Shimoga,23
2025-07,Karnataka,Shivamogga,18
2025-07,Karnataka,Tumakuru,18
2025-07,Karnataka,Tumkur,32
2025-07,Karnataka,Udupi,19
2025-07,Karnataka,Uttara Kannada,41
2025-07,Karnataka,Vijayanagara,13
2025-07,Karnataka,Vijayapura,51
2025-07,Karnataka,Yadgir,57
2025-07,Karnataka,yadgir,10
2025-07,Kerala,Alappuzha,31
2025-07,Kerala,Ernakulam,60
2025-07,Kerala,Idukki,8
2025-07,Kerala,Kannur,50
2025-07,Kerala,Kasaragod,33
2025-07,Kerala,Kasargod,4
2025-07,Kerala,Kollam,52
2025-07,Kerala,Kottayam,31
2025-07,Kerala,Kozhikode,58
2025-07,Kerala,Malappuram,114
2025-07,Kerala,Palakkad,65
2025-07,Kerala,Pathanamthitta,15
2025-07,Kerala,Thiruvananthapuram,56
2025-07,Kerala,Thrissur,51
2025-07,Kerala,Wayanad,19
2025-07,Ladakh,Kargil,5
2025-07,Ladakh,Leh,2
2025-07,Lakshadweep,Lakshadweep,1
2025-07,Madhya Pradesh,Agar Malwa,35
2025-07,Madhya Pradesh,Alirajpur,42
2025-07,Madhya Pradesh,Anuppur,59
2025-07,Madhya Pradesh,Ashok Nagar,70
2025-07,Madhya Pradesh,Balaghat,73
2025-07,Madhya Pradesh,Barwani,69
2025-07,Madhya Pradesh,Betul,104
2025-07,Madhya Pradesh,Bhind,88
2025-07,Madhya Pradesh,Bhopal,143
2025-07,Madhya Pradesh,Burhanpur,25
2025-07,Madhya Pradesh,Chhatarpur,163
2025-07,Madhya Pradesh,Chhindwara,100
2025-07,Madhya Pradesh,Damoh,58
2025-07,Madhya Pradesh,Datia,37
2025-07,Madhya Pradesh,Dewas,113
2025-07,Madhya Pradesh,Dhar,99
2025-07,Madhya Pradesh,Dindori,23
2025-07,Madhya Pradesh,East Nimar,36
2025-07,Madhya Pradesh,Guna,85
2025-07,Madhya Pradesh,Gwalior,136
2025-07,Madhya Pradesh,Harda,23
2025-07,Madhya Pradesh,Harda *,10
2025-07,Madhya Pradesh,Hoshangabad,50
2025-07,Madhya Pradesh,Indore,179
2025-07,Madhya Pradesh,Jabalpur,140
2025-07,Madhya Pradesh,Jhabua,84
2025-07,Madhya Pradesh,Katni,93
2025-07,Madhya Pradesh,Khandwa,30
2025-07,Madhya Pradesh,Khargone,64
2025-07,Madhya Pradesh,Maihar,1
2025-07,Madhya Pradesh,Mandla,72
2025-07,Madhya Pradesh,Mandsaur,197
2025-07,Madhya Pradesh,Mauganj,10
2025-07,Madhya Pradesh,Morena,143
2025-07,Madhya Pradesh,Narmadapuram,8
2025-07,Madhya Pradesh,Narsimhapur,15
2025-07,Madhya Pradesh,Narsinghpur,59
2025-07,Madhya Pradesh,Neemuch,109
2025-07,Madhya Pradesh,Niwari,1
2025-07,Madhya Pradesh,Panna,84
2025-07,Madhya Pradesh,Raisen,58
2025-07,Madhya Pradesh,Rajgarh,71
2025-07,Madhya Pradesh,Ratlam,141
2025-07,Madhya Pradesh,Rewa,140
2025-07,Madhya Pradesh,Sagar,181
2025-07,Madhya Pradesh,Satna,158
2025-07,Madhya Pradesh,Sehore,45
2025-07,Madhya Pradesh,Seoni,58
2025-07,Madhya Pradesh,Shahdol,88
2025-07,Madhya Pradesh,Shajapur,102
2025-07,Madhya Pradesh,Sheopur,46
2025-07,Madhya Pradesh,Shivpuri,98
2025-07,Madhya Pradesh,Sidhi,83
2025-07,Madhya Pradesh,Singrauli,65
2025-07,Madhya Pradesh,Tikamgarh,74
2025-07,Madhya Pradesh,Ujjain,227
2025-07,Madhya Pradesh,Umaria,63
2025-07,Madhya Pradesh,Vidisha,67
2025-07,Madhya Pradesh,West Nimar,7
2025-07,Maharashtra,Ahmadnagar,121
2025-07,Maharashtra,Ahmed Nagar,5
2025-07,Maharashtra,Akola,56
2025-07,Maharashtra,Amravati,54
2025-07,Maharashtra,Aurangabad,173
2025-07,Maharashtra,Beed,101
2025-07,Maharashtra,Bhandara,20
2025-07,Maharashtra,Bid,4
2025-07,Maharashtra,Buldana,8
2025-07,Maharashtra,Buldhana,54
2025-07,Maharashtra,Chandrapur,49
2025-07,Maharashtra,Chatrapati Sambhaji Nagar,3
2025-07,Maharashtra,Chhatrapati Sambhajinagar,9
2025-07,Maharashtra,Dhule,84
2025-07,Maharashtra,Gadchiroli,16
2025-07,Maharashtra,Gondia,1
2025-07,Maharashtra,Gondiya,32
2025-07,Maharashtra,Gondiya *,1
2025-07,Maharashtra,Hingoli,35
2025-07,Maharashtra,Jalgaon,110
2025-07,Maharashtra,Jalna,58
2025-07,Maharashtra,Kolhapur,110
2025-07,Maharashtra,Latur,69
2025-07,Maharashtra,Mumbai,164
2025-07,Maharashtra,Mumbai City,34
2025-07,Maharashtra,Mumbai Suburban,179
2025-07,Maharashtra,Mumbai( Sub Urban ),9
2025-07,Maharashtra,Nagpur,143
2025-07,Maharashtra,Nanded,68
2025-07,Maharashtra,Nandurbar,81
2025-07,Maharashtra,Nandurbar *,1
2025-07,Maharashtra,Nashik,227
2025-07,Maharashtra,Osmanabad,40
2025-07,Maharashtra,Palghar,123
2025-07,Maharashtra,Parbhani,101
2025-07,Maharashtra,Pune,436
2025-07,Maharashtra,Raigad,31
2025-07,Maharashtra,Raigarh,57
2025-07,Maharashtra,Raigarh(MH),1
2025-07,Maharashtra,Ratnagiri,48
2025-07,Maharashtra,Sangli,67
2025-07,Maharashtra,Satara,63
2025-07,Maharashtra,Sindhudurg,19
2025-07,Maharashtra,Solapur,159
2025-07,Maharashtra,Thane,386
2025-07,Maharashtra,Wardha,15
2025-07,Maharashtra,Washim,23
2025-07,Maharashtra,Yavatmal,58
2025-07,Manipur,Bishnupur,10
2025-07,Manipur,Chandel,13
2025-07,Manipur,Churachandpur,19
2025-07,Manipur,Imphal East,17
2025-07,Manipur,Imphal West,6
2025-07,Manipur,Jiribam,2
2025-07,Manipur,Kakching,1
2025-07,Manipur,Senapati,10
2025-07,Manipur,Tamenglong,12
2025-07,Manipur,Thoubal,35
2025-07,Manipur,Ukhrul,11
