year_month,state,district,demographic_total
2025-07,West Bengal,Purulia,266
2025-07,West Bengal,Puruliya,3394
2025-07,West Bengal,South 24 Parganas,8238
2025-07,West Bengal,South Dinajpur,227
2025-07,West Bengal,South Twenty Four Parganas,1036
2025-07,West Bengal,Uttar Dinajpur,2496
2025-07,West Bengal,West Medinipur,1
2025-07,West Bengal,West Midnapore,984
2025-07,West Bengal,hooghly,2
2025-07,Westbengal,Hooghly,7
2025-07,andhra pradesh,chittoor,2
2025-08,Andaman & Nicobar Islands,Andamans,27
2025-08,Andaman & Nicobar Islands,South Andaman,12
2025-08,Andaman and Nicobar Islands,Nicobar,30
2025-08,Andaman and Nicobar Islands,North And Middle Andaman,42
2025-08,Andaman and Nicobar Islands,South Andaman,58
2025-08,Andhra Pradesh,Adilabad,669
2025-08,Andhra Pradesh,Alluri Sitharama Raju,254
2025-08,Andhra Pradesh,Anakapalli,199
2025-08,Andhra Pradesh,Anantapur,1158
2025-08,Andhra Pradesh,Ananthapur,578
2025-08,Andhra Pradesh,Ananthapuramu,673
2025-08,Andhra Pradesh,Annamayya,421
2025-08,Andhra Pradesh,Bapatla,258
2025-08,Andhra Pradesh,Chittoor,2280
2025-08,Andhra Pradesh,Cuddapah,1981
2025-08,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,275
2025-08,Andhra Pradesh,East Godavari,2811
2025-08,Andhra Pradesh,Eluru,387
2025-08,Andhra Pradesh,Guntur,2228
2025-08,Andhra Pradesh,Hyderabad,741
2025-08,Andhra Pradesh,K.V.Rangareddy,13
2025-08,Andhra Pradesh,K.v. Rangareddy,3
2025-08,Andhra Pradesh,Kakinada,361
2025-08,Andhra Pradesh,Karim Nagar,61
2025-08,Andhra Pradesh,Karimnagar,236
2025-08,Andhra Pradesh,Khammam,783
2025-08,Andhra Pradesh,Krishna,2371
2025-08,Andhra Pradesh,Kurnool,2554
2025-08,Andhra Pradesh,Mahabub Nagar,344
2025-08,Andhra Pradesh,Mahabubnagar,1
2025-08,Andhra Pradesh,Mahbubnagar,291
2025-08,Andhra Pradesh,Medak,345
2025-08,Andhra Pradesh,N. T. R,366
2025-08,Andhra Pradesh,Nalgonda,803
2025-08,Andhra Pradesh,Nandyal,338
2025-08,Andhra Pradesh,Nellore,1746
2025-08,Andhra Pradesh,Nizamabad,160
2025-08,Andhra Pradesh,Palnadu,384
2025-08,Andhra Pradesh,Parvathipuram Manyam,217
2025-08,Andhra Pradesh,Prakasam,3293
2025-08,Andhra Pradesh,Rangareddi,684
2025-08,Andhra Pradesh,Sri Potti Sriramulu Nellore,467
2025-08,Andhra Pradesh,Sri Sathya Sai,435
2025-08,Andhra Pradesh,Srikakulam,2360
2025-08,Andhra Pradesh,Tirupati,599
2025-08,Andhra Pradesh,Visakhapatnam,2864
2025-08,Andhra Pradesh,Vizianagaram,1573
2025-08,Andhra Pradesh,Warangal,998
2025-08,Andhra Pradesh,West Godavari,2740
2025-08,Andhra Pradesh,Y. S. R,512
2025-08,Arunachal Pradesh,Anjaw,53
2025-08,Arunachal Pradesh,Changlang,237
2025-08,Arunachal Pradesh,Dibang Valley,11
2025-08,Arunachal Pradesh,East Kameng,34
2025-08,Arunachal Pradesh,East Siang,99
2025-08,Arunachal Pradesh,Kamle,6
2025-08,Arunachal Pradesh,Kra Daadi,21
2025-08,Arunachal Pradesh,Kurung Kumey,31
2025-08,Arunachal Pradesh,Leparada,2
2025-08,Arunachal Pradesh,Lohit,78
2025-08,Arunachal Pradesh,Longding,65
2025-08,Arunachal Pradesh,Lower Dibang Valley,58
2025-08,Arunachal Pradesh,Lower Siang,13
2025-08,Arunachal Pradesh,Lower Subansiri,29
2025-08,Arunachal Pradesh,Namsai,77
2025-08,Arunachal Pradesh,Pakke Kessang,5
2025-08,Arunachal Pradesh,Papum Pare,156
2025-08,Arunachal Pradesh,Shi-yomi,9
2025-08,Arunachal Pradesh,Siang,25
2025-08,Arunachal Pradesh,Tawang,10
2025-08,Arunachal Pradesh,Tirap,30
2025-08,Arunachal Pradesh,Upper Siang,26
2025-08,Arunachal Pradesh,Upper Subansiri,54
2025-08,Arunachal Pradesh,West Kameng,45
2025-08,Arunachal Pradesh,West Siang,77
2025-08,Assam,Bajali,48
2025-08,Assam,Baksa,529
2025-08,Assam,Barpeta,2429
2025-08,Assam,Biswanath,322
2025-08,Assam,Bongaigaon,716
2025-08,Assam,Cachar,1823
2025-08,Assam,Charaideo,310
2025-08,Assam,Chirang,590
2025-08,Assam,Darrang,1089
2025-08,Assam,Dhemaji,673
2025-08,Assam,Dhubri,2951
2025-08,Assam,Dibrugarh,912
2025-08,Assam,Dima Hasao,11
2025-08,Assam,Goalpara,1073
2025-08,Assam,Golaghat,810
2025-08,Assam,Hailakandi,921
2025-08,Assam,Hojai,748
2025-08,Assam,Jorhat,508
2025-08,Assam,Kamrup,1656
2025-08,Assam,Kamrup Metro,973
2025-08,Assam,Karbi Anglong,900
2025-08,Assam,Karimganj,1859
2025-08,Assam,Kokrajhar,923
2025-08,Assam,Lakhimpur,1257
2025-08,Assam,Majuli,135
2025-08,Assam,Marigaon,2464
2025-08,Assam,Nagaon,4321
2025-08,Assam,Nalbari,972
2025-08,Assam,North Cachar Hills,107
2025-08,Assam,Sibsagar,600
2025-08,Assam,Sonitpur,1769
2025-08,Assam,South Salmara Mankachar,741
2025-08,Assam,Sribhumi,329
2025-08,Assam,Tamulpur District,72
2025-08,Assam,Tinsukia,1252
2025-08,Assam,Udalguri,798
2025-08,Assam,West Karbi Anglong,43
2025-08,Bihar,Araria,6257
2025-08,Bihar,Arwal,1253
2025-08,Bihar,Aurangabad,4467
2025-08,Bihar,Aurangabad(BH),2
2025-08,Bihar,Aurangabad(bh),26
2025-08,Bihar,Banka,4121
2025-08,Bihar,Begusarai,6322
2025-08,Bihar,Bhabua,9
2025-08,Bihar,Bhagalpur,6473
2025-08,Bihar,Bhojpur,6559
2025-08,Bihar,Buxar,2683
2025-08,Bihar,Darbhanga,6653
2025-08,Bihar,East Champaran,11940
2025-08,Bihar,Gaya,7994
2025-08,Bihar,Gopalganj,4362
2025-08,Bihar,Jamui,2651
2025-08,Bihar,Jehanabad,2215
2025-08,Bihar,Kaimur (Bhabua),4590
2025-08,Bihar,Katihar,7553
2025-08,Bihar,Khagaria,3786
2025-08,Bihar,Kishanganj,7920
2025-08,Bihar,Lakhisarai,2465
2025-08,Bihar,Madhepura,4101
2025-08,Bihar,Madhubani,9024
2025-08,Bihar,Monghyr,18
2025-08,Bihar,Munger,2407
2025-08,Bihar,Muzaffarpur,8908
2025-08,Bihar,Nalanda,7344
2025-08,Bihar,Nawada,3635
2025-08,Bihar,Pashchim Champaran,90
2025-08,Bihar,Patna,11036
2025-08,Bihar,Purba Champaran,63
2025-08,Bihar,Purnea,195
2025-08,Bihar,Purnia,6990
2025-08,Bihar,Rohtas,6008
2025-08,Bihar,Saharsa,3732
2025-08,Bihar,Samastipur,9505
2025-08,Bihar,Samstipur,34
2025-08,Bihar,Saran,7114
2025-08,Bihar,Sheikhpura,1337
2025-08,Bihar,Sheohar,1218
2025-08,Bihar,Sitamarhi,8577
2025-08,Bihar,Siwan,5251
2025-08,Bihar,Supaul,4864
2025-08,Bihar,Vaishali,6190
2025-08,Bihar,West Champaran,11612
2025-08,Chandigarh,Chandigarh,1323
2025-08,Chandigarh,Rupnagar,1
2025-08,Chhattisgarh,Balod,1897
2025-08,Chhattisgarh,Baloda Bazar,4418
2025-08,Chhattisgarh,Balrampur,1789
2025-08,Chhattisgarh,Bastar,2169
2025-08,Chhattisgarh,Bemetara,1830
2025-08,Chhattisgarh,Bijapur,695
2025-08,Chhattisgarh,Bilaspur,5110
2025-08,Chhattisgarh,Dakshin Bastar Dantewada,289
2025-08,Chhattisgarh,Dantewada,148
2025-08,Chhattisgarh,Dhamtari,1805
2025-08,Chhattisgarh,Durg,2182
2025-08,Chhattisgarh,Gariyaband,1242
2025-08,Chhattisgarh,Gaurela-pendra-marwahi,81
2025-08,Chhattisgarh,Janjgir - Champa,15
2025-08,Chhattisgarh,Janjgir Champa,34
2025-08,Chhattisgarh,Janjgir-champa,3409
2025-08,Chhattisgarh,Jashpur,2337
2025-08,Chhattisgarh,Kabeerdham,743
2025-08,Chhattisgarh,Kanker,1211
2025-08,Chhattisgarh,Kawardha,1854
2025-08,Chhattisgarh,Khairagarh Chhuikhadan Gandai,264
2025-08,Chhattisgarh,Kondagaon,1053
2025-08,Chhattisgarh,Korba,1832
2025-08,Chhattisgarh,Koriya,1392
2025-08,Chhattisgarh,Mahasamund,2625
2025-08,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,277
2025-08,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,5
2025-08,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,767
2025-08,Chhattisgarh,Mungeli,2895
2025-08,Chhattisgarh,Narayanpur,185
2025-08,Chhattisgarh,Raigarh,3521
2025-08,Chhattisgarh,Raipur,2786
2025-08,Chhattisgarh,Rajnandgaon,3405
2025-08,Chhattisgarh,Sakti,443
2025-08,Chhattisgarh,Sarangarh-Bilaigarh,445
2025-08,Chhattisgarh,Sukma,1091
2025-08,Chhattisgarh,Surajpur,2642
2025-08,Chhattisgarh,Surguja,3926
2025-08,Chhattisgarh,Uttar Bastar Kanker,853
2025-08,Dadra & Nagar Haveli,Dadra & Nagar Haveli,15
2025-08,Dadra and Nagar Haveli,Dadra and Nagar Haveli,284
2025-08,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,91
2025-08,Dadra and Nagar Haveli and Daman and Diu,Daman,41
2025-08,Dadra and Nagar Haveli and Daman and Diu,Diu,2
2025-08,Daman & Diu,Daman,19
2025-08,Daman & Diu,Diu,15
2025-08,Daman and Diu,Daman,43
2025-08,Daman and Diu,Diu,19
2025-08,Delhi,Central Delhi,1132
2025-08,Delhi,East Delhi,2176
2025-08,Delhi,Najafgarh,3
2025-08,Delhi,New Delhi,145
2025-08,Delhi,North Delhi,1046
2025-08,Delhi,North East,488
2025-08,Delhi,North East Delhi,1819
2025-08,Delhi,North West Delhi,4292
2025-08,Delhi,Shahdara,500
2025-08,Delhi,South Delhi,3383
2025-08,Delhi,South East Delhi,74
2025-08,Delhi,South West Delhi,2862
2025-08,Delhi,West Delhi,3224
2025-08,Goa,Bardez,4
2025-08,Goa,North Goa,801
2025-08,Goa,South Goa,713
2025-08,Gujarat,Ahmadabad,362
2025-08,Gujarat,Ahmedabad,7016
2025-08,Gujarat,Amreli,1082
2025-08,Gujarat,Anand,1637
2025-08,Gujarat,Arvalli,374
2025-08,Gujarat,Banas Kantha,19
2025-08,Gujarat,Banaskantha,2067
2025-08,Gujarat,Bharuch,1532
2025-08,Gujarat,Bhavnagar,2290
2025-08,Gujarat,Botad,223
2025-08,Gujarat,Chhotaudepur,400
2025-08,Gujarat,Dahod,1309
2025-08,Gujarat,Devbhumi Dwarka,236
2025-08,Gujarat,Dohad,284
2025-08,Gujarat,Gandhinagar,1288
2025-08,Gujarat,Gir Somnath,495
2025-08,Gujarat,Jamnagar,1544
2025-08,Gujarat,Junagadh,1675
2025-08,Gujarat,Kachchh,1257
2025-08,Gujarat,Kheda,1530
2025-08,Gujarat,Mahesana,1437
2025-08,Gujarat,Mahisagar,263
2025-08,Gujarat,Morbi,372
2025-08,Gujarat,Narmada,428
2025-08,Gujarat,Navsari,993
2025-08,Gujarat,Panch Mahals,19
2025-08,Gujarat,Panchmahals,1291
2025-08,Gujarat,Patan,817
2025-08,Gujarat,Porbandar,571
2025-08,Gujarat,Rajkot,3065
2025-08,Gujarat,Sabar Kantha,31
2025-08,Gujarat,Sabarkantha,1742
2025-08,Gujarat,Surat,7222
2025-08,Gujarat,Surendra Nagar,1130
2025-08,Gujarat,Surendranagar,26
2025-08,Gujarat,Tapi,484
2025-08,Gujarat,The Dangs,161
2025-08,Gujarat,Vadodara,3759
2025-08,Gujarat,Valsad,1249
2025-08,Haryana,Ambala,1083
2025-08,Haryana,Bhiwani,1071
2025-08,Haryana,Charkhi Dadri,371
2025-08,Haryana,Faridabad,3129
2025-08,Haryana,Fatehabad,805
2025-08,Haryana,Gurgaon,2087
2025-08,Haryana,Hisar,1408
2025-08,Haryana,Jhajjar,685
2025-08,Haryana,Jind,860
2025-08,Haryana,Kaithal,919
2025-08,Haryana,Karnal,920
2025-08,Haryana,Kurukshetra,569
2025-08,Haryana,Mahendragarh,638
2025-08,Haryana,Mewat,1466
2025-08,Haryana,Palwal,1189
2025-08,Haryana,Panchkula,576
2025-08,Haryana,Panipat,1303
2025-08,Haryana,Rewari,1041
2025-08,Haryana,Rohtak,679
2025-08,Haryana,Sirsa,1202
2025-08,Haryana,Sonipat,1012
2025-08,Haryana,Yamuna Nagar,1181
2025-08,Haryana,Yamunanagar,28
2025-08,Himachal Pradesh,Bilaspur,278
2025-08,Himachal Pradesh,Chamba,680
2025-08,Himachal Pradesh,Hamirpur,353
2025-08,Himachal Pradesh,Kangra,1379
2025-08,Himachal Pradesh,Kinnaur,86
2025-08,Himachal Pradesh,Kullu,445
2025-08,Himachal Pradesh,Lahaul and Spiti,7
2025-08,Himachal Pradesh,Lahul & Spiti,23
2025-08,Himachal Pradesh,Lahul and Spiti,8
2025-08,Himachal Pradesh,Mandi,787
2025-08,Himachal Pradesh,Shimla,634
2025-08,Himachal Pradesh,Sirmaur,449
2025-08,Himachal Pradesh,Solan,402
2025-08,Himachal Pradesh,Una,494
2025-08,Jammu & Kashmir,Anantnag,2
2025-08,Jammu & Kashmir,Baramula,10
2025-08,Jammu & Kashmir,Jammu,5
2025-08,Jammu & Kashmir,Kargil,2
2025-08,Jammu & Kashmir,Kathua,2
2025-08,Jammu & Kashmir,Kupwara,1
2025-08,Jammu & Kashmir,Rajauri,2
2025-08,Jammu and Kashmir,Anantnag,1000
2025-08,Jammu and Kashmir,Badgam,537
2025-08,Jammu and Kashmir,Bandipore,396
2025-08,Jammu and Kashmir,Baramula,915
2025-08,Jammu and Kashmir,Budgam,257
2025-08,Jammu and Kashmir,Doda,484
2025-08,Jammu and Kashmir,Ganderbal,279
2025-08,Jammu and Kashmir,Jammu,1138
2025-08,Jammu and Kashmir,Kargil,75
2025-08,Jammu and Kashmir,Kathua,673
2025-08,Jammu and Kashmir,Kishtwar,140
2025-08,Jammu and Kashmir,Kulgam,250
2025-08,Jammu and Kashmir,Kupwara,875
2025-08,Jammu and Kashmir,Leh,56
2025-08,Jammu and Kashmir,Pulwama,512
2025-08,Jammu and Kashmir,Punch,433
2025-08,Jammu and Kashmir,Rajouri,728
2025-08,Jammu and Kashmir,Ramban,208
2025-08,Jammu and Kashmir,Reasi,260
2025-08,Jammu and Kashmir,Samba,178
2025-08,Jammu and Kashmir,Shupiyan,134
2025-08,Jammu and Kashmir,Srinagar,1255
2025-08,Jammu and Kashmir,Udhampur,422
2025-08,Jharkhand,Bokaro,2547
2025-08,Jharkhand,Chatra,1773
2025-08,Jharkhand,Deoghar,2365
2025-08,Jharkhand,Dhanbad,3464
2025-08,Jharkhand,Dumka,2224
2025-08,Jharkhand,East Singhbhum,2155
2025-08,Jharkhand,Garhwa,1790
2025-08,Jharkhand,Garhwa *,131
2025-08,Jharkhand,Giridih,3079
2025-08,Jharkhand,Godda,2033
2025-08,Jharkhand,Gumla,2114
2025-08,Jharkhand,Hazaribag,489
2025-08,Jharkhand,Hazaribagh,2239
2025-08,Jharkhand,Jamtara,1220
2025-08,Jharkhand,Khunti,792
2025-08,Jharkhand,Kodarma,115
2025-08,Jharkhand,Koderma,747
2025-08,Jharkhand,Latehar,1522
2025-08,Jharkhand,Lohardaga,805
2025-08,Jharkhand,Pakaur,163
2025-08,Jharkhand,Pakur,1702
2025-08,Jharkhand,Palamau,94
2025-08,Jharkhand,Palamu,3562
2025-08,Jharkhand,Pashchimi Singhbhum,405
2025-08,Jharkhand,Purbi Singhbhum,227
2025-08,Jharkhand,Ramgarh,1347
2025-08,Jharkhand,Ranchi,3504
2025-08,Jharkhand,Sahebganj,2025
2025-08,Jharkhand,Sahibganj,178
2025-08,Jharkhand,Seraikela-Kharsawan,1426
2025-08,Jharkhand,Seraikela-kharsawan,286
2025-08,Jharkhand,Simdega,1066
2025-08,Jharkhand,West Singhbhum,2645
2025-08,Karnataka,Bagalkot,1654
2025-08,Karnataka,Bagalkot *,57
2025-08,Karnataka,Ballari,491
2025-08,Karnataka,Bangalore,2371
2025-08,Karnataka,Bangalore Rural,1191
2025-08,Karnataka,Belagavi,1743
2025-08,Karnataka,Belgaum,2454
2025-08,Karnataka,Bellary,1159
2025-08,Karnataka,Bengaluru,7107
2025-08,Karnataka,Bengaluru Rural,2
2025-08,Karnataka,Bengaluru South,218
2025-08,Karnataka,Bidar,1438
2025-08,Karnataka,Bijapur,1303
2025-08,Karnataka,Chamarajanagar,81
2025-08,Karnataka,Chamarajanagar *,3
2025-08,Karnataka,Chamrajanagar,553
2025-08,Karnataka,Chamrajnagar,103
2025-08,Karnataka,Chickmagalur,450
2025-08,Karnataka,Chikkaballapur,1178
2025-08,Karnataka,Chikkamagaluru,332
2025-08,Karnataka,Chikmagalur,51
2025-08,Karnataka,Chitradurga,1532
2025-08,Karnataka,Dakshina Kannada,2209
2025-08,Karnataka,Davanagere,185
2025-08,Karnataka,Davangere,1228
2025-08,Karnataka,Dharwad,1613
2025-08,Karnataka,Gadag,867
2025-08,Karnataka,Gadag *,27
2025-08,Karnataka,Gulbarga,1051
2025-08,Karnataka,Hasan,461
2025-08,Karnataka,Hassan,1021
2025-08,Karnataka,Haveri,1304
2025-08,Karnataka,Haveri *,47
2025-08,Karnataka,Kalaburagi,1007
2025-08,Karnataka,Kodagu,452
2025-08,Karnataka,Kolar,1365
2025-08,Karnataka,Koppal,1293
2025-08,Karnataka,Mandya,1295
2025-08,Karnataka,Mysore,957
2025-08,Karnataka,Mysuru,1010
2025-08,Karnataka,Raichur,1532
2025-08,Karnataka,Ramanagar,850
2025-08,Karnataka,Shimoga,780
2025-08,Karnataka,Shivamogga,704
2025-08,Karnataka,Tumakuru,810
2025-08,Karnataka,Tumkur,1121
2025-08,Karnataka,Udupi,1032
2025-08,Karnataka,Uttara Kannada,1019
2025-08,Karnataka,Vijayanagara,527
2025-08,Karnataka,Vijayapura,1135
2025-08,Karnataka,Yadgir,1007
2025-08,Karnataka,yadgir,114
2025-08,Kerala,Alappuzha,1837
2025-08,Kerala,Ernakulam,3059
2025-08,Kerala,Idukki,793
2025-08,Kerala,Kannur,2838
2025-08,Kerala,Kasaragod,1356
2025-08,Kerala,Kasargod,97
2025-08,Kerala,Kollam,2492
2025-08,Kerala,Kottayam,1596
2025-08,Kerala,Kozhikode,4086
2025-08,Kerala,Malappuram,7281
2025-08,Kerala,Palakkad,2418
2025-08,Kerala,Pathanamthitta,1203
2025-08,Kerala,Thiruvananthapuram,3055
2025-08,Kerala,Thrissur,2763
2025-08,Kerala,Wayanad,792
2025-08,Ladakh,Kargil,83
2025-08,Ladakh,Leh,94
2025-08,Lakshadweep,Lakshadweep,73
2025-08,Madhya Pradesh,Agar Malwa,375
2025-08,Madhya Pradesh,Alirajpur,896
2025-08,Madhya Pradesh,Anuppur,662
2025-08,Madhya Pradesh,Ashok Nagar,892
2025-08,Madhya Pradesh,Balaghat,1216
2025-08,Madhya Pradesh,Barwani,1448
2025-08,Madhya Pradesh,Betul,1487
2025-08,Madhya Pradesh,Bhind,1792
2025-08,Madhya Pradesh,Bhopal,2024
2025-08,Madhya Pradesh,Burhanpur,518
2025-08,Madhya Pradesh,Chhatarpur,2136
2025-08,Madhya Pradesh,Chhindwara,1723
2025-08,Madhya Pradesh,Damoh,1148
2025-08,Madhya Pradesh,Datia,1187
2025-08,Madhya Pradesh,Dewas,1032
2025-08,Madhya Pradesh,Dhar,2297
2025-08,Madhya Pradesh,Dindori,761
2025-08,Madhya Pradesh,East Nimar,453
2025-08,Madhya Pradesh,Guna,1214
2025-08,Madhya Pradesh,Gwalior,1727
2025-08,Madhya Pradesh,Harda,273
2025-08,Madhya Pradesh,Harda *,92
2025-08,Madhya Pradesh,Hoshangabad,453
2025-08,Madhya Pradesh,Indore,3220
2025-08,Madhya Pradesh,Jabalpur,2153
2025-08,Madhya Pradesh,Jhabua,1193
2025-08,Madhya Pradesh,Katni,1161
2025-08,Madhya Pradesh,Khandwa,343
2025-08,Madhya Pradesh,Khargone,1027
2025-08,Madhya Pradesh,Maihar,131
2025-08,Madhya Pradesh,Mandla,862
2025-08,Madhya Pradesh,Mandsaur,1086
2025-08,Madhya Pradesh,Mauganj,96
2025-08,Madhya Pradesh,Morena,1591
2025-08,Madhya Pradesh,Narmadapuram,101
2025-08,Madhya Pradesh,Narsimhapur,122
2025-08,Madhya Pradesh,Narsinghpur,590
2025-08,Madhya Pradesh,Neemuch,885
2025-08,Madhya Pradesh,Niwari,69
2025-08,Madhya Pradesh,Pandhurna,30
2025-08,Madhya Pradesh,Panna,1052
2025-08,Madhya Pradesh,Raisen,1036
2025-08,Madhya Pradesh,Rajgarh,776
2025-08,Madhya Pradesh,Ratlam,1283
2025-08,Madhya Pradesh,Rewa,2186
2025-08,Madhya Pradesh,Sagar,1841
2025-08,Madhya Pradesh,Satna,1883
2025-08,Madhya Pradesh,Sehore,609
2025-08,Madhya Pradesh,Seoni,1466
2025-08,Madhya Pradesh,Shahdol,988
2025-08,Madhya Pradesh,Shajapur,935
2025-08,Madhya Pradesh,Sheopur,792
2025-08,Madhya Pradesh,Shivpuri,1832
2025-08,Madhya Pradesh,Sidhi,1574
2025-08,Madhya Pradesh,Singrauli,1153
2025-08,Madhya Pradesh,Tikamgarh,1371
2025-08,Madhya Pradesh,Ujjain,1749
2025-08,Madhya Pradesh,Umaria,484
2025-08,Madhya Pradesh,Vidisha,906
2025-08,Madhya Pradesh,West Nimar,79
2025-08,Maharashtra,Ahilyanagar,22
2025-08,Maharashtra,Ahmadnagar,8404
2025-08,Maharashtra,Ahmed Nagar,264
2025-08,Maharashtra,Akola,1995
2025-08,Maharashtra,Amravati,3053
2025-08,Maharashtra,Aurangabad,4785
2025-08,Maharashtra,Beed,4284
2025-08,Maharashtra,Bhandara,1104
2025-08,Maharashtra,Bid,404
2025-08,Maharashtra,Buldana,696
2025-08,Maharashtra,Buldhana,3301
2025-08,Maharashtra,Chandrapur,3769
2025-08,Maharashtra,Chatrapati Sambhaji Nagar,1
2025-08,Maharashtra,Chhatrapati Sambhajinagar,626
2025-08,Maharashtra,Dharashiv,166
2025-08,Maharashtra,Dhule,1962
2025-08,Maharashtra,Gadchiroli,1678
2025-08,Maharashtra,Gondia,37
2025-08,Maharashtra,Gondiya,1634
2025-08,Maharashtra,Gondiya *,73
2025-08,Maharashtra,Hingoli,2559
2025-08,Maharashtra,Jalgaon,5465
2025-08,Maharashtra,Jalna,2832
2025-08,Maharashtra,Kolhapur,4753
2025-08,Maharashtra,Latur,4162
2025-08,Maharashtra,Mumbai,3564
2025-08,Maharashtra,Mumbai City,1249
2025-08,Maharashtra,Mumbai Suburban,4010
2025-08,Maharashtra,Mumbai( Sub Urban ),136
2025-08,Maharashtra,Nagpur,4710
2025-08,Maharashtra,Nanded,11126
2025-08,Maharashtra,Nandurbar,1068
2025-08,Maharashtra,Nandurbar *,37
2025-08,Maharashtra,Nashik,8959
2025-08,Maharashtra,Osmanabad,3292
2025-08,Maharashtra,Palghar,3628
2025-08,Maharashtra,Parbhani,3929
2025-08,Maharashtra,Pune,12743
2025-08,Maharashtra,Raigad,1053
2025-08,Maharashtra,Raigarh,3480
2025-08,Maharashtra,Raigarh(MH),20
2025-08,Maharashtra,Ratnagiri,1875
2025-08,Maharashtra,Sangli,3225
2025-08,Maharashtra,Satara,4111
2025-08,Maharashtra,Sindhudurg,1159
2025-08,Maharashtra,Solapur,10428
2025-08,Maharashtra,Thane,12679
2025-08,Maharashtra,Wardha,1051
2025-08,Maharashtra,Washim,2859
2025-08,Maharashtra,Washim *,48
2025-08,Maharashtra,Yavatmal,8755
2025-08,Manipur,Bishnupur,1781
2025-08,Manipur,Chandel,313
2025-08,Manipur,Churachandpur,605
2025-08,Manipur,Imphal East,2744
2025-08,Manipur,Imphal West,3247
2025-08,Manipur,Jiribam,39
2025-08,Manipur,Kakching,222
2025-08,Manipur,Pherzawl,8
2025-08,Manipur,Senapati,969
2025-08,Manipur,Tamenglong,653
2025-08,Manipur,Thoubal,5350
2025-08,Manipur,Ukhrul,845
2025-08,Meghalaya,East Garo Hills,178
2025-08,Meghalaya,East Jaintia Hills,140
2025-08,Meghalaya,East Khasi Hills,437
2025-08,Meghalaya,Eastern West Khasi Hills,28
2025-08,Meghalaya,Jaintia Hills,2
2025-08,Meghalaya,North Garo Hills,120
2025-08,Meghalaya,Ri Bhoi,217
2025-08,Meghalaya,South Garo Hills,81
2025-08,Meghalaya,South West Garo Hills,215
2025-08,Meghalaya,South West Khasi Hills,57
2025-08,Meghalaya,West Garo Hills,353
2025-08,Meghalaya,West Jaintia Hills,205
2025-08,Meghalaya,West Khasi Hills,269
2025-08,Mizoram,Aizawl,329
2025-08,Mizoram,Champhai,78
2025-08,Mizoram,Hnahthial,6
2025-08,Mizoram,Khawzawl,2
2025-08,Mizoram,Kolasib,88
2025-08,Mizoram,Lawngtlai,144
2025-08,Mizoram,Lunglei,112
2025-08,Mizoram,Mamit,75
2025-08,Mizoram,Mammit,19
2025-08,Mizoram,Saiha,39
2025-08,Mizoram,Saitual,21
2025-08,Mizoram,Serchhip,39
2025-08,Nagaland,Chumukedima,47
2025-08,Nagaland,Dimapur,325
2025-08,Nagaland,Kiphire,59
2025-08,Nagaland,Kohima,69
2025-08,Nagaland,Longleng,11
2025-08,Nagaland,Meluri,4
2025-08,Nagaland,Mokokchung,93
2025-08,Nagaland,Mon,127
2025-08,Nagaland,Niuland,14
2025-08,Nagaland,Noklak,25
2025-08,Nagaland,Peren,48
2025-08,Nagaland,Phek,60
2025-08,Nagaland,Shamator,12
2025-08,Nagaland,Tseminyu,6
2025-08,Nagaland,Tuensang,155
2025-08,Nagaland,Wokha,30
2025-08,Nagaland,Zunheboto,118
2025-08,Odisha,ANGUL,1
2025-08,Odisha,ANUGUL,12
2025-08,Odisha,Angul,916
2025-08,Odisha,Anugal,1
2025-08,Odisha,Anugul,72
2025-08,Odisha,Balangir,1355
2025-08,Odisha,Baleshwar,514
2025-08,Odisha,Baleswar,1368
2025-08,Odisha,Bargarh,1100
2025-08,Odisha,Baudh,53
2025-08,Odisha,Bhadrak,1272
2025-08,Odisha,Boudh,407
2025-08,Odisha,Cuttack,1403
2025-08,Odisha,Debagarh,401
2025-08,Odisha,Dhenkanal,1056
2025-08,Odisha,Gajapati,512
2025-08,Odisha,Ganjam,2816
2025-08,Odisha,JAJPUR,481
2025-08,Odisha,Jagatsinghapur,385
2025-08,Odisha,Jagatsinghpur,201
2025-08,Odisha,Jajapur,974
2025-08,Odisha,Jajpur,7
2025-08,Odisha,Jharsuguda,512
2025-08,Odisha,Kalahandi,1469
2025-08,Odisha,Kandhamal,782
2025-08,Odisha,Kendrapara,1095
2025-08,Odisha,Kendujhar,1629
2025-08,Odisha,Khorda,1022
2025-08,Odisha,Khordha,211
2025-08,Odisha,Koraput,1405
2025-08,Odisha,Malkangiri,466
2025-08,Odisha,Mayurbhanj,2298
2025-08,Odisha,NUAPADA,7
2025-08,Odisha,Nabarangapur,1270
2025-08,Odisha,Nayagarh,541
2025-08,Odisha,Nuapada,673
2025-08,Odisha,Puri,1025
2025-08,Odisha,Rayagada,1089
2025-08,Odisha,Sambalpur,1051
2025-08,Odisha,Sonapur,412
2025-08,Odisha,Subarnapur,132
2025-08,Odisha,Sundargarh,360
2025-08,Odisha,Sundergarh,1178
2025-08,Odisha,jajpur,8
